,PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,province
9155,34.69,37.27,13.66,10.59,0.42,76.25,-0.49,0.62,274.92,35.55,80467.53,30.1,102.56,四川省
9156,60.08,66.47,24.92,19.79,0.68,62.87,-1.5,0.38,274.49,42.92,85472.66,30.1,102.72,四川省
9157,82.05,93.51,34.27,27.3,0.92,55.71,-1.25,0.27,276.01,39.36,90663.05,30.1,102.88,四川省
9158,94.67,110.75,39.33,32.45,1.1,52.04,-0.9,-0.19,276.43,36.83,92280.27,30.11,103.04,四川省
9159,108.43,130.83,44.21,37.06,1.29,50.23,-0.44,-0.44,276.89,34.66,93802.64,30.11,103.19,四川省
9160,126.79,160.02,52.91,42.46,1.56,48.19,-0.56,-0.78,277.22,33.38,95067.12,30.11,103.35,四川省
9161,142.66,187.84,61.52,49.75,1.82,44.36,-0.82,-0.74,277.29,29.68,95286.12,30.11,103.51,四川省
9162,158.21,214.75,66.64,57.72,2.09,40.04,-0.68,-0.91,277.48,28.35,96116.85,30.12,103.66,四川省
9163,176.06,242.21,69.37,61.51,2.33,37.2,-1.13,-0.66,277.75,27.7,96677.67,30.12,103.82,四川省
9164,186.23,256.53,67.02,56.05,2.41,38.38,-2.11,0.1,278.14,25.75,96220.66,30.12,103.98,四川省
9165,196.87,270.93,65.1,53.02,2.45,39.81,-2.23,-0.12,277.89,26.26,96131.22,30.12,104.14,四川省
9166,211.02,290.19,65.16,53.05,2.53,38.99,-1.83,-0.62,277.76,27.67,96839.12,30.12,104.29,四川省
9167,215.11,298.19,56.56,52.06,2.62,36.46,-1.83,-0.51,277.79,28.28,97200.25,30.12,104.45,四川省
9168,208.52,292.76,44.84,49.67,2.64,36.39,-1.94,-0.02,277.93,28.3,97145,30.12,104.61,四川省
9169,183.62,264.24,27.97,37.8,2.44,42.93,-2.29,0.24,278.28,27.37,97018.41,30.12,104.76,四川省
9170,167.36,243.14,24,33.7,2.27,47.03,-2.67,0.05,278.32,27.79,96910.88,30.12,104.92,四川省
9171,155.35,226.92,23.05,31.1,2.19,48.68,-2.6,-0.39,278.11,29.61,97051.55,30.12,105.08,四川省
9172,136.69,196.77,22.02,30.73,2.05,49.7,-2.23,-0.5,277.97,31.46,97469.4,30.12,105.24,四川省
9173,118.27,168.81,20.86,29.9,1.93,50.9,-1.98,-0.5,278.03,32.46,97888.41,30.12,105.39,四川省
9174,100.11,143.26,20.05,28.57,1.82,52.7,-1.95,-0.63,278.17,33.07,98230.6,30.12,105.55,四川省
9175,79.07,118.5,19.83,28.11,1.68,54.14,-2.08,-0.76,278.36,32.98,98381.66,30.12,105.71,重庆市
9176,62.59,99.96,21.35,26.13,1.54,55.99,-2.32,-1.04,278.59,32.35,98378.69,30.12,105.86,重庆市
9177,53.2,88.35,23.44,23.45,1.4,56.88,-2.44,-1.25,278.78,32.03,98432.88,30.12,106.02,重庆市
9178,53.21,85.67,25.66,22.14,1.28,55.34,-2.25,-1.01,278.87,32.49,98539.88,30.12,106.18,重庆市
9179,56.93,83.9,27.3,20.5,1.14,53.06,-2.57,-0.45,279.46,31.45,98662.06,30.12,106.34,重庆市
9180,59.29,81.69,28.62,17.64,1.03,51.91,-3.78,-0.14,279.63,29.67,97461.16,30.11,106.49,重庆市
9181,62.31,81.61,29.76,15.04,0.97,51.8,-4,-0.3,278.48,31.53,95873.01,30.11,106.65,重庆市
9182,64.68,82.15,31.77,13.26,0.95,53.2,-3.29,-1.35,278.26,33.69,96523.9,30.11,106.81,四川省
9183,67.93,85.21,34.6,14.34,0.94,52.79,-3.23,-1.83,278.37,33.7,97100.25,30.11,106.96,四川省
9184,69.74,86.74,37.7,15.86,0.91,51.46,-3.19,-1.76,278.25,32.2,96779.33,30.1,107.12,重庆市
9185,67.65,83.5,39.72,16.61,0.86,50.22,-2.95,-1.51,278.24,31.71,97102.34,30.1,107.28,重庆市
9186,64.32,79.38,38.83,16.3,0.82,49.63,-3.12,-0.84,278.88,29.99,97164.8,30.1,107.44,重庆市
9187,59.78,74.16,35.98,14.33,0.76,51.5,-3.16,-1.72,278.98,28.11,96941.31,30.1,107.59,重庆市
9188,54.67,68.12,33.6,13.24,0.67,53.14,-2.48,-1.68,279.03,27.86,97154.5,30.09,107.75,重庆市
9189,47.29,58.92,29.25,11.77,0.59,56.45,-1.84,0.32,279.08,26.3,96431.95,30.09,107.91,重庆市
9190,38.16,48.47,23.46,9.38,0.5,61.46,-1.85,1.73,278.1,26.81,93540.66,30.08,108.06,重庆市
9191,34.55,43.05,20.55,7.82,0.44,65.88,-1.76,1.51,276.32,28.86,90179.31,30.08,108.22,重庆市
9192,33.16,40.7,18.13,6.78,0.41,65.65,-0.45,0.79,273.95,32.39,86308.21,30.08,108.38,重庆市
9193,36.1,41.89,18.76,6.58,0.39,64.12,1.2,-0.09,273.26,35.02,85399.78,30.07,108.54,湖北省
9194,42.43,47.38,23.95,7.27,0.4,62.52,1.26,-0.37,274.31,36.4,87613.67,30.07,108.69,湖北省
9195,43.83,48.95,22.18,6.94,0.41,63.18,0.04,-0.65,274.14,39.09,88377.9,30.06,108.85,湖北省
9196,45.47,50.78,20.44,6.81,0.43,64.98,-0.48,-1.24,273.62,41.82,89840.5,30.06,109.01,湖北省
9197,47.07,52.54,19.74,7.04,0.45,66.31,-0.28,-0.74,272.19,46.84,91170.03,30.05,109.16,湖北省
9198,44.88,50.12,17.7,6.97,0.44,70.82,0.04,0.47,272.15,42.08,91582.94,30.05,109.32,湖北省
9199,32.87,36.51,11.87,5.33,0.35,72.42,-0.9,0.08,272.87,41.04,92419.55,30.04,109.48,湖北省
9200,27.12,29.96,9.25,4.57,0.3,71.43,-2.28,-0.35,273.61,36.45,89075,30.04,109.63,湖北省
9201,26.06,28.75,8.54,4.52,0.3,71.7,-0.33,-0.19,271.93,35.44,83983.82,30.03,109.79,湖北省
9202,27.46,30.32,9.24,4.83,0.31,73.01,2.42,-1.18,272.49,35.58,85466.54,30.02,109.95,湖北省
9203,29.52,32.66,10.06,5.32,0.33,73.59,0.85,-3.44,273.2,35.37,88828.97,30.02,110.1,湖北省
9204,32.77,36.42,11.3,6.01,0.36,72.6,-0.81,-3.1,273.17,33.2,87129.7,30.01,110.26,湖北省
9205,33.48,37.25,11.77,6.2,0.37,72.27,0.49,-2.85,272.51,33.9,86045.56,30,110.42,湖北省
9206,28.99,32.13,11.48,5.79,0.33,71.68,1.48,-3.2,273.49,34.15,88470.29,30,110.57,湖南省
9207,28.85,32,11.46,5.84,0.32,70.33,1.71,-3.57,275.68,33.47,92313.18,29.99,110.73,湖南省
9208,31.19,34.63,12.44,5.95,0.34,69.95,1.91,-3.96,277.22,32.3,95402.54,29.98,110.89,湖南省
9209,35.04,39.08,16.59,7.34,0.37,65.58,1.85,-4.35,277.17,35.4,96296.38,29.97,111.05,湖南省
9210,39.84,44.94,25.09,9.75,0.41,61.22,1.6,-4.81,277.23,36.29,96868.05,29.97,111.2,湖南省
9211,39.47,46.01,32.5,12.96,0.46,56.84,1.47,-5.25,278.03,33.13,98757.44,29.96,111.36,湖北省
9212,46.49,54.85,40.27,16.75,0.54,52.61,0.66,-3.73,277.63,35.45,100836.99,29.95,111.52,湖北省
9213,55.83,66.18,47.8,21.04,0.65,47.83,0.26,-2.53,275.73,40.13,101672.75,29.94,111.67,湖北省
9214,59.9,71.04,48.55,22.8,0.7,45.86,0.9,-1.73,275.38,45.69,101868.86,29.93,111.83,湖北省
9215,53.63,68.18,44.21,21.97,0.71,47.22,1.2,-0.59,275.86,49.74,102044.73,29.92,111.98,湖北省
9216,48.12,64.07,39.08,20.58,0.71,47.84,1.31,0.84,276.49,49.7,102007.17,29.91,112.14,湖北省
9217,46.21,62.44,36.66,20.6,0.73,48.72,1.5,1.86,277.07,49.83,101985.23,29.91,112.3,湖北省
9218,47.94,63.52,36.29,21.91,0.77,47.95,1.53,2.13,277.35,53.3,102022.75,29.9,112.45,湖北省
9219,49.93,64.66,34.48,22.86,0.78,47.56,1.57,2.1,277.47,57.67,102089.5,29.89,112.61,湖北省
9220,53.03,68.63,37.28,25.58,0.84,46.29,1.31,2.07,277.55,59.94,102154.55,29.88,112.77,湖北省
9221,56.29,74.12,40.67,30.44,0.9,44.71,0.69,2.18,277.34,62.14,102146.68,29.87,112.92,湖北省
9222,62.41,84.4,48,38.34,1.04,41.4,1.43,2.46,277.21,59.54,102135.57,29.86,113.08,湖北省
9223,52.2,70.11,42.89,33.65,0.83,51.55,2.21,3.17,280.28,65.32,102159.57,29.85,113.24,湖北省
9224,49.04,65.46,40.61,31.54,0.78,54.56,2.21,3.33,280.95,61.17,102189.58,29.84,113.39,湖北省
9225,50.02,66.65,40.58,32.94,0.8,52.03,1.93,2.32,280.41,57.35,102174.77,29.82,113.55,湖南省
9226,52.06,68.71,42.32,34.75,0.84,49.77,1.21,2.46,279.7,52.89,102152.47,29.81,113.7,湖北省
9227,54.98,71.69,45.81,37.43,0.91,47,0.49,2.66,278.73,47.63,102036.34,29.8,113.86,湖北省
9228,54.39,70.31,43.12,34.6,0.91,47.68,0.36,3.74,277.71,41.02,101516.7,29.79,114.02,湖北省
9229,51.77,68.28,39.94,32.3,0.9,48.83,1.14,3.32,277.85,41.37,100951.95,29.78,114.17,湖北省
9230,48.95,66.36,36.96,31.55,0.9,48.41,1.39,2.51,277.96,41.98,100650.87,29.77,114.33,湖北省
9231,48.49,66.67,35.52,30.29,0.88,47.89,0.82,1.53,277.48,43.58,99959.45,29.76,114.48,湖北省
9232,49.55,68.03,34.34,30.19,0.89,47.56,0.71,0.96,276.87,45.15,99199.82,29.74,114.64,湖北省
9233,51.52,70.71,35.72,31.04,0.94,45.93,1,0.65,277.09,45.69,100164.19,29.73,114.8,湖北省
9234,52.02,71.56,34.58,29.88,0.92,45.29,0.71,0.51,277.45,46.48,101835.95,29.72,114.95,湖北省
9235,49.58,68.05,30.35,25.84,0.79,46.27,0.11,0.85,277.39,48.71,101579.82,29.71,115.11,湖北省
9236,47.28,64.49,27.3,23.33,0.72,46.58,0.1,1.03,276.99,49.02,99784.89,29.69,115.26,湖北省
9237,47.61,64.66,25.72,23.62,0.7,44.94,0.86,0.86,276.73,49.73,98891.74,29.68,115.42,江西省
9238,49.66,68.14,25.74,26.43,0.75,42.28,1.49,0.44,277.45,50.91,100244.55,29.67,115.58,江西省
9239,50.55,69.1,24.74,28.79,0.76,39.18,1.25,0.92,277.69,51.47,101748.69,29.65,115.73,江西省
9240,52.56,72.83,24.93,29.61,0.8,36.31,0.7,1,277.02,55.81,101386.95,29.64,115.89,江西省
9241,52.91,72.08,29.53,32.22,0.78,33.36,1.28,0.99,276.86,55.82,100820.77,29.62,116.04,江西省
9242,52.47,68.88,28.28,26.39,0.68,42.1,1.01,1.23,278.75,62.38,101590.54,29.61,116.2,江西省
9243,56.9,72.29,24.75,23.31,0.67,43.39,-0.24,1.37,277.12,67.63,101839.37,29.6,116.35,江西省
9244,61.67,75.53,21.98,21.05,0.65,45.26,-0.63,1.28,276.19,72.11,101303.08,29.58,116.51,江西省
9245,65.51,78.6,21.18,20.4,0.64,44.89,-0.84,1.15,275.63,70.63,101556.24,29.57,116.66,江西省
9246,65.58,78.38,21.44,20.33,0.63,43.79,-0.89,1,275.8,66.87,101523.98,29.55,116.82,江西省
9247,66.56,80,24.28,22.18,0.63,41.94,-0.2,0.36,275.56,66.45,100211.61,29.54,116.97,江西省
9248,67.37,83.81,31.01,26.93,0.66,37.06,0.39,0.21,275.27,66.8,99838.02,29.52,117.13,江西省
9249,65.1,79.92,27.35,22.28,0.62,40.35,-0.15,0.31,275.3,67.67,101003.46,29.51,117.28,江西省
9250,63.21,77.94,26.91,21.36,0.61,40.96,-0.23,-0.07,275.7,61.84,99933.84,29.49,117.44,江西省
9251,60.92,74.77,27.71,20.06,0.63,41.05,1.04,-1.14,275.29,57.66,97494.09,29.47,117.59,江西省
9252,62.05,75.06,34.17,19.17,0.71,39.79,1.53,-1.23,275.53,56.61,97468.24,29.46,117.75,江西省
9253,63.59,75.85,39.83,18.21,0.81,39.56,0.64,-0.61,275.26,60.25,97955.42,29.44,117.9,江西省
9254,63.43,74.55,42.04,16.89,0.88,40.45,0.79,-0.54,274.92,56.49,96269.39,29.42,118.06,江西省
9255,61.96,72.7,39.91,16.76,0.91,40.53,2.25,-1.54,275.27,49.07,94798.92,29.41,118.21,安徽省
9256,62.56,73.36,38.22,17.69,0.99,40.23,2.39,-1.63,276.11,48.55,96318.55,29.39,118.37,浙江省
9257,60.38,71.03,36.42,16.93,0.98,40.82,1.42,0.27,276.25,49.51,98217.21,29.37,118.52,浙江省
9258,56.74,66.82,33.63,15.12,0.93,42.73,1.5,0.88,276.2,47.32,97575.96,29.36,118.68,浙江省
9259,53.67,63.52,30.76,13.96,0.9,43.42,2.44,-0.26,276.1,45.18,96802.93,29.34,118.83,浙江省
9260,54.4,66.24,30.74,17.67,0.96,40.89,2.54,-0.89,276.63,45.07,98029.76,29.32,118.99,浙江省
9261,57.84,75.44,33.34,27.83,1.1,34.53,1.32,-0.64,276.77,46.87,99919.71,29.3,119.14,浙江省
9262,63.04,92.15,41.43,49.45,1.27,21.51,0.19,-0.33,276.41,47.97,101262.23,29.29,119.3,浙江省
9263,64.31,99.24,45.2,57.17,1.34,17.23,0.37,-0.1,276.3,45.35,100910.49,29.27,119.45,浙江省
9264,64.54,102.56,46.86,59.32,1.41,16.35,1.55,-0.11,276.18,44.23,99764.8,29.25,119.6,浙江省
9265,63.11,98.78,41.04,55.21,1.35,18.62,2.27,0.28,276.29,45.74,100249.68,29.23,119.76,浙江省
9266,61.98,98.73,36.93,53.7,1.34,19.29,2.33,0.81,276.41,44.68,100504.39,29.21,119.91,浙江省
9267,60.27,98.55,34.56,51.94,1.31,21.45,1.67,0.7,276.46,45.4,100291.87,29.19,120.07,浙江省
9268,58.66,94.14,31.75,48.59,1.21,25.45,0.37,0.69,276.6,44.83,100819.38,29.17,120.22,浙江省
9269,54.35,85,28.69,43.69,1.05,31.68,0.06,0.93,276.63,42.82,99833.3,29.15,120.37,浙江省
9270,50.49,78.03,25.37,38.68,0.94,35.5,1.29,1.06,275.38,44.76,96407.99,29.13,120.53,浙江省
9271,48.51,74.62,23.3,35.7,0.89,37.77,3.12,0.25,275.5,40.96,94804.59,29.11,120.68,浙江省
9272,47.55,73.37,22.13,35.84,0.86,37.89,3.25,-0.49,277.33,37.49,97281.2,29.09,120.84,浙江省
9273,44.82,68.61,20.93,35.8,0.81,38.86,2.1,-1.44,277.57,38.28,98813.02,29.07,120.99,浙江省
9274,42.24,64.53,19.97,37.52,0.78,39.2,2.37,-1.85,277.65,37.5,98535.22,29.05,121.14,浙江省
9275,40.02,60.78,18.8,36.76,0.72,39.69,2.7,-1.24,278.37,35.51,99787.47,29.03,121.3,浙江省
9276,37.13,56.18,18.09,36.29,0.64,40.48,2.08,-0.63,279.42,38.27,101153.5,29.01,121.45,浙江省
9277,34.28,49.75,17.97,28.09,0.51,45.35,1.8,-0.3,279.72,41.26,101896.55,28.99,121.6,浙江省
9278,3.27,3.66,0.45,0.49,0.13,82.29,0.49,-2.66,274.62,18.11,61521.09,28.59,84.86,西藏自治区
9279,2.31,2.58,0.3,0.46,0.12,75.66,4.52,-0.72,268.23,17.33,55277.78,28.66,85.31,西藏自治区
9280,1.81,2.03,0.24,0.42,0.12,75.92,6.64,0.26,266.96,15.52,54306.68,28.69,85.47,西藏自治区
9281,1.47,1.87,0.2,0.35,0.12,82.97,9.63,-0.55,269.6,20.44,55800.7,28.71,85.62,西藏自治区
9282,1.27,1.62,0.18,0.35,0.12,82.14,8.5,-2.45,271.07,25.26,56992.71,28.74,85.77,西藏自治区
9283,1.17,1.45,0.16,0.33,0.12,81.56,7.37,-4.5,268.77,29.33,55566.84,28.76,85.92,西藏自治区
9284,1.07,1.31,0.14,0.33,0.12,84.64,8.69,-4.07,267.51,26.9,54431.44,28.79,86.08,西藏自治区
9285,0.97,1.18,0.13,0.33,0.12,84.61,8.05,-2.85,270.16,21.11,56701.86,28.81,86.23,西藏自治区
9286,0.89,1.07,0.12,0.33,0.12,84.49,5.66,-3.48,270.83,20.34,57934.73,28.83,86.38,西藏自治区
9287,0.87,1.04,0.11,0.31,0.11,83.85,7.28,-4.87,267.16,23.83,54895.89,28.86,86.53,西藏自治区
9288,0.83,0.98,0.1,0.28,0.11,84.16,9.42,-4.67,266.37,24.75,53985.77,28.88,86.69,西藏自治区
9289,0.78,0.94,0.09,0.27,0.12,84.15,8.24,-3.75,266.79,25.7,54301.77,28.9,86.84,西藏自治区
9290,0.75,0.9,0.09,0.26,0.12,84.32,8.07,-3.84,265.66,28.23,53434.17,28.93,86.99,西藏自治区
9291,0.71,0.87,0.09,0.28,0.12,84.67,9.25,-3.75,265.29,29.17,53125.59,28.95,87.15,西藏自治区
9292,0.68,0.84,0.08,0.35,0.12,84.43,9.19,-1.66,266.33,28.32,53909.02,28.97,87.3,西藏自治区
9293,0.65,0.82,0.08,0.4,0.12,82.54,8.31,-0.21,268.42,25.67,55460.51,28.99,87.45,西藏自治区
9294,0.71,0.9,0.08,0.51,0.12,80.38,6.5,-0.91,270.79,24.28,57589.79,29.02,87.6,西藏自治区
9295,0.83,1.05,0.08,0.5,0.12,80.24,4.18,-1.57,272.74,24.67,59922.24,29.04,87.76,西藏自治区
9296,0.79,1,0.08,0.51,0.12,80.86,3.56,0.49,273.08,25.52,60619.21,29.06,87.91,西藏自治区
9297,0.74,0.96,0.07,0.53,0.12,80.34,5.39,1.93,271.45,27.82,59195.86,29.08,88.06,西藏自治区
9298,0.73,0.94,0.07,0.58,0.12,78.81,7.17,0.08,271.06,28.02,58750.65,29.1,88.22,西藏自治区
9299,2.39,2.58,0.07,0.58,0.12,77.18,6.13,-2.02,272.67,25.12,60345.52,29.12,88.37,西藏自治区
9300,3.05,3.24,0.07,0.56,0.11,76.72,4.19,-0.82,273.61,24.57,61597.98,29.15,88.53,西藏自治区
9301,2.79,2.98,0.07,0.53,0.11,76.85,3.01,-0.38,274.29,22.65,62595.75,29.17,88.68,西藏自治区
9302,1.69,1.92,0.07,0.75,0.12,75.02,1.13,0.48,274.44,23.94,63542.88,29.19,88.83,西藏自治区
9303,1.13,1.35,0.07,0.9,0.12,74.5,-0.51,0.26,273.71,23.73,63367.92,29.21,88.99,西藏自治区
9304,0.95,1.14,0.07,0.71,0.11,74.69,0.06,-0.67,273.04,22.68,62501.07,29.23,89.14,西藏自治区
9305,0.84,1.02,0.07,0.6,0.12,77.49,1.16,-1.24,272.38,22.86,61795.25,29.25,89.29,西藏自治区
9306,0.78,0.95,0.07,0.53,0.11,78.05,2.2,-1,270.56,24.54,60011.27,29.27,89.45,西藏自治区
9307,0.69,0.86,0.06,0.44,0.11,78.18,4.25,-1.3,268.69,26.43,58186.95,29.29,89.6,西藏自治区
9308,0.63,0.8,0.06,0.42,0.11,79.25,6.03,-1.84,269.49,24.7,58538.08,29.31,89.76,西藏自治区
9309,0.59,0.76,0.06,0.43,0.11,78.74,6.22,-1.31,270.63,22.9,59264.95,29.33,89.91,西藏自治区
9310,0.59,0.79,0.06,0.51,0.11,77.4,5.09,0.52,270.99,22.96,59831.6,29.35,90.07,西藏自治区
9311,0.64,0.94,0.06,0.62,0.11,76.54,4.8,-2.32,269.74,24.71,59275.08,29.36,90.22,西藏自治区
9312,0.79,1.28,0.06,0.83,0.12,79.34,7.67,-6.02,266.83,28.41,56504.5,29.38,90.37,西藏自治区
9313,1.5,2.53,0.06,1.77,0.14,81.13,9.88,-6.76,267.07,26.57,55834.39,29.4,90.53,西藏自治区
9314,3.48,5.97,0.07,4.14,0.18,77.7,6.54,-2.06,270.47,23.33,58403.48,29.42,90.68,西藏自治区
9315,8.72,14.87,0.1,10.38,0.27,72.54,2.02,0.33,272.69,23.77,61267.41,29.44,90.84,西藏自治区
9316,13.39,22.35,0.13,14.26,0.33,71.77,0.53,-0.72,273.04,24.95,62342.3,29.46,90.99,西藏自治区
9317,14.17,23.34,0.13,13.88,0.34,72.74,1.48,-1.25,270.14,28.42,59792.12,29.47,91.15,西藏自治区
9318,12.24,20.32,0.11,10.63,0.32,72.88,2.96,-2.65,267.24,34.05,57253.75,29.49,91.3,西藏自治区
9319,8.32,14.12,0.09,7.59,0.29,74.39,3.51,-3.83,265.51,37.47,55687.37,29.51,91.46,西藏自治区
9320,3.84,6.79,0.07,3.9,0.21,74.22,5.11,-4.67,263.25,42.09,53639.91,29.53,91.61,西藏自治区
9321,1.57,2.88,0.07,1.8,0.16,74.07,5.81,-4.06,263.35,43.16,53856.29,29.54,91.77,西藏自治区
9322,0.74,1.28,0.06,0.75,0.12,74.39,4.8,-2.61,264.17,42.11,54863.4,29.56,91.92,西藏自治区
9323,0.54,0.79,0.06,0.52,0.11,74.58,6.3,-2.64,263.56,42.43,54375.24,29.58,92.08,西藏自治区
9324,0.5,0.66,0.06,0.45,0.11,75.38,7.36,-3.16,264.47,39.33,55101.78,29.59,92.23,西藏自治区
9325,0.52,0.65,0.06,0.45,0.11,75.76,5.58,-2.66,264.84,37.63,55754.26,29.61,92.39,西藏自治区
9326,0.49,0.61,0.06,0.37,0.11,75.19,6.71,-3.09,262.37,43.1,53811.88,29.62,92.54,西藏自治区
9327,0.47,0.58,0.06,0.3,0.11,77.25,9.74,-5.17,261.35,46.09,52857.02,29.64,92.7,西藏自治区
9328,0.45,0.56,0.06,0.25,0.11,79.9,11.2,-6.74,261.58,46.24,52993.83,29.66,92.85,西藏自治区
9329,0.46,0.56,0.06,0.23,0.11,80.5,11.75,-6.49,262.07,46.53,53229.77,29.67,93.01,西藏自治区
9330,0.48,0.58,0.06,0.23,0.11,80.82,8.61,-5.27,266.2,37.43,56542.36,29.69,93.16,西藏自治区
9331,0.5,0.61,0.06,0.24,0.11,81.87,5.41,-4.26,268.04,34.47,58699.21,29.7,93.32,西藏自治区
9332,0.52,0.6,0.07,0.23,0.11,83.04,6.37,-3.88,267.13,36.55,58209.4,29.72,93.48,西藏自治区
9333,0.54,0.63,0.07,0.26,0.12,82.98,6.12,-3.64,268.27,34.64,59403.6,29.73,93.63,西藏自治区
9334,0.57,0.66,0.07,0.29,0.12,82.86,4.5,-1.99,268.05,35.27,59646.59,29.75,93.79,西藏自治区
9335,0.7,0.8,0.08,0.37,0.12,83.52,4.63,-1.59,267.96,35.89,59956.64,29.76,93.94,西藏自治区
9336,0.84,0.95,0.09,0.44,0.12,84.37,3.43,-2.54,269.39,36.53,61897.64,29.77,94.1,西藏自治区
9337,0.95,1.06,0.1,0.53,0.12,84.2,0.87,-0.84,269.25,39.85,62378.06,29.79,94.25,西藏自治区
9338,1.07,1.17,0.11,0.58,0.12,83.15,1.13,-0.41,265.9,46.9,59498.58,29.8,94.41,西藏自治区
9339,1.09,1.17,0.11,0.51,0.12,82.32,2.95,-0.91,265.23,48.2,59334.59,29.81,94.57,西藏自治区
9340,1.03,1.13,0.11,0.43,0.12,81.87,2.31,-2.26,267.79,41.36,62092.21,29.83,94.72,西藏自治区
9341,1.08,1.19,0.11,0.42,0.12,80.99,1.85,-3.34,267.73,39.58,62510.84,29.84,94.88,西藏自治区
9342,1.06,1.17,0.11,0.44,0.12,84.02,1.58,-2.37,271.37,32.72,67049.95,29.85,95.03,西藏自治区
9343,1.04,1.16,0.1,0.52,0.12,85.72,-1.51,-2.54,273.55,26.87,70142.7,29.87,95.19,西藏自治区
9344,1,1.1,0.1,0.52,0.13,87.32,-2.89,-4.04,269.95,28.47,66037.15,29.88,95.35,西藏自治区
9345,0.81,0.88,0.09,0.42,0.13,90.32,-2.7,-1.92,268.69,29.5,65799.36,29.89,95.5,西藏自治区
9346,0.75,0.81,0.08,0.41,0.12,88.84,-4.53,-1.99,269.99,25.33,66802.27,29.9,95.66,西藏自治区
9347,0.74,0.79,0.08,0.41,0.12,88.26,-3.12,-4.4,265.9,25.57,61470.89,29.91,95.81,西藏自治区
9348,0.69,0.74,0.08,0.36,0.12,90.6,0.91,-5.31,263.31,27.97,59040.62,29.93,95.97,西藏自治区
9349,0.65,0.7,0.08,0.29,0.13,90.9,0.1,-3.88,265.39,26.23,62314.02,29.94,96.13,西藏自治区
9350,0.63,0.68,0.08,0.26,0.13,93.86,-2.4,-6.17,264.46,25.49,61318.86,29.95,96.28,西藏自治区
9351,0.65,0.7,0.08,0.42,0.12,87.9,-0.87,-4.96,261.26,29.41,58016.54,29.96,96.44,西藏自治区
9352,0.66,0.72,0.07,0.49,0.12,85.3,2.08,-5.61,259.58,30.33,56254.25,29.97,96.6,西藏自治区
9353,0.63,0.69,0.07,0.43,0.12,88.15,6.88,-3.9,258.3,32.18,54218.33,29.98,96.75,西藏自治区
9354,0.63,0.69,0.07,0.39,0.12,88.93,11.15,-3.5,261.1,30.31,56174.2,29.99,96.91,西藏自治区
9355,0.66,0.72,0.08,0.38,0.12,88.06,7.63,-4.37,267.12,26.69,62078.46,30,97.07,西藏自治区
9356,0.73,0.8,0.09,0.44,0.12,89.51,1.93,-5.43,267.05,28.39,62651.44,30.01,97.22,西藏自治区
9357,0.75,0.82,0.1,0.47,0.13,95.47,0.64,-5.29,263.96,30.43,59561.32,30.02,97.38,西藏自治区
9358,0.72,0.79,0.09,0.41,0.13,94.05,2.01,-4.22,262.12,30.82,58020.62,30.03,97.53,西藏自治区
9359,0.73,0.79,0.09,0.36,0.12,92.65,5.83,-3.87,260.07,30.51,55889.01,30.04,97.69,西藏自治区
9360,0.75,0.82,0.09,0.36,0.12,91.15,7.07,-2.48,261.93,28.28,57506.07,30.05,97.85,西藏自治区
9361,0.79,0.87,0.09,0.33,0.12,90.28,3.88,-3.05,265.62,26.9,61992.16,30.06,98.01,西藏自治区
9362,0.81,0.88,0.09,0.29,0.12,90.54,3.4,-4.89,263.85,30.4,60874.61,30.07,98.16,西藏自治区
9363,0.81,0.88,0.09,0.27,0.12,90.41,5.47,-5.22,261.72,32.2,58773.11,30.08,98.32,西藏自治区
9364,0.82,0.89,0.09,0.26,0.12,90.34,5.76,-4.42,262.17,31.63,59196.1,30.09,98.48,西藏自治区
9365,0.83,0.9,0.08,0.27,0.12,89.94,5.66,-3.9,261.67,31.49,58756.24,30.09,98.63,西藏自治区
9366,0.83,0.9,0.08,0.27,0.12,89.28,6.29,-3.6,262.31,29.66,59141.47,30.1,98.79,西藏自治区
9367,0.89,0.97,0.13,0.36,0.13,89.14,3.84,-3.37,264.56,26.33,61592.58,30.11,98.95,西藏自治区
9368,1.13,1.25,0.36,0.84,0.13,88.66,0.47,-0.41,264.6,25.41,62131.78,30.12,99.1,四川省
9369,1.02,1.12,0.27,0.79,0.12,86.61,1,2.04,263.42,25.55,60689.27,30.12,99.26,四川省
9370,0.94,1.03,0.21,0.72,0.12,84.35,4.63,0.37,261.19,28.32,58831.36,30.13,99.42,四川省
9371,0.92,1.01,0.18,0.63,0.12,83.53,10.07,-2.58,258.68,31.39,56667.55,30.14,99.57,四川省
9372,0.84,0.92,0.15,0.48,0.12,87.28,12.54,-3.61,260.01,27.49,57220.77,30.15,99.73,四川省
9373,0.85,0.93,0.15,0.49,0.12,87.7,9.21,-3.6,262.5,23.38,58993.74,30.15,99.89,四川省
9374,0.88,0.95,0.15,0.55,0.12,87.88,7.24,-2.99,262.29,23.62,58859.9,30.16,100.04,四川省
9375,0.9,0.98,0.15,0.67,0.12,87.74,8.43,-3.72,262.08,24.33,58592.57,30.16,100.2,四川省
9376,0.92,1,0.15,0.78,0.13,87.96,8.8,-3.52,262.62,24.36,58916.77,30.17,100.36,四川省
9377,0.97,1.05,0.15,0.83,0.13,87.56,8.4,-3.42,263.32,24.28,59481.52,30.18,100.52,四川省
